Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.6,..,63.6,..,64.80761,..,67.24795,..,69.68829,..,72.12863,..,73.3,..,73.3,..,..,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,..,13.4770556398816,13.7513561167073,14.0402388727903,14.3438878923079,14.6652975177468,14.9995354399522,15.3473927908866,15.7119114422826,16.0901660457201,16.4864710301581,16.8895282339052,17.3048663814912,17.7472747343728,18.1989160265551,18.6397221838922,19.050437729022,19.4521886451099,19.8378823421186,19.9107201447342,19.1445211045183,17.1031614614476,15.4673796053539,15.2575763151036,15.7056345154317,16.1173527743281,16.0195667172623,15.8268678227006,15.9199362188185,16.3641169526087,16.3972770341751,16.4745059258237,18.486474096561,21.4705855296444,23.6964797694065,25.1735001456541,26.2278567376539,27.2738435827852,28.3536973153642,29.5338254910078,29.963328887049,30.1866396823207,32.1976235377091,34.7195467856431,36.112339205495,37.4272741210923,39.0091593456296,39.7149793784401,40.5182205663646,41.9871931680542,43.2204467749107,44.8448507428361,46.7112506324456,48.3590282569032,50.160541526762,51.7509145546816,53.1042837649295,54.6485411587937,56.2482314520951,57.9082516903546,59.7522806371985,61.4805544056544,..,..
Afghanistan,AFG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,3.30940127801026,3.4169990466591,3.52520172990508,3.63451020560821,3.7451924073867,3.8557588294252,3.96837541130681,4.07678098866837,4.18005655859123,4.28401039821948,4.38847087005071,4.49627296360147,4.68255130594246,4.9515844290928,5.2372564202213,5.54604419074956,5.88627190063602,6.2517473180466,6.64887684867494,7.17974362194698,7.83096737622822,9.19158293512574,10.6582295570636,11.3305610067438,11.5436962827638,11.7954236312193,12.4449080542343,13.1604848239201,13.670240940881,13.8938691867307,14.4866718355357,15.0644191942294,14.0268911301435,12.6173970419373,11.9441262381066,11.7467832216897,11.7801409339497,11.8349172027665,11.8939560913749,11.9300070233647,12.2862979661957,12.7407379039844,12.4798669120986,12.0916108673256,12.0324149848997,11.9010088446729,11.705331741484,11.7862121125026,11.8432679906788,11.7157094495965,11.6674113838572,11.5273510275869,11.3452427502371,11.2336594326489,11.1023526258084,11.0315763115403,11.0209556144528,10.9790172199535,10.935191266697,10.8924664317099,10.8321540748374,10.8125390809483,10.8388407715854,10.8633566773218
Afghanistan,AFG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.3929646742769,39.348203150382,39.2736211620968,39.1818903143932,39.0693784705961,38.9313355824568,38.7801927662223,38.5693627960607,38.2859052976575,37.9956459052748,37.691937813107,37.4034900650649,37.7320827080445,38.6570678385978,39.6191651280783,40.6571678900427,41.8237328532903,43.0650201024533,44.4057716369282,46.4949098787995,48.9588366328082,55.4980371015679,62.1579811762829,63.8449247034682,62.8570426199985,62.090969135311,63.342548366747,64.7852968456794,65.1025836127649,65.8851817920896,68.4075719356404,70.8380542014742,65.684336848728,58.8388280120388,55.4663648417658,54.3228897039398,54.2513634310273,54.2761621221949,54.3227076037936,54.261829034764,55.6495005446497,57.470961261903,56.061573516423,54.0939052910527,53.4773996806143,52.4204210229638,51.0993674735747,50.9938650716632,50.7858817298501,49.7947530852222,49.1528506368341,48.1349224251305,46.9587883001904,46.0905889388008,45.1553748258781,44.4767841870643,44.0485835472253,43.4812565340546,42.8915111849342,42.2942695383656,41.6205088222683,41.0904443348473,40.7230254884654,40.3347438482621
Afghanistan,AFG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,..,..,..,..,..,0.00472257,0.0045614,0.0878913,0.105809,1.22415,2.10712,1.9,1.84,3.55,4,5,5.45455,5.9,7,8.26,11,13.5,16.8,17.6,18.4,..,..,..
Afghanistan,AFG,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119046168,0.883192104,2.547386592,4.915778177,9.905952707,18.02123984,29.88931593,38.34172829,36.23965543,47.17359546,50.35079702,53.28634042,56.26314295,58.39109599,62.37109623,67.13641492,59.90264778,59.78387904,58.1902139,56.55443457,..,..
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.41730952262878,..,-2.42735457420349,..,-2.43896889686584,..,-2.03503370285034,-2.19837236404419,-2.29568219184875,-2.06750988960266,-2.21913456916809,-2.4133734703064,-2.69136095046997,-2.71142148971558,-2.57915186882019,-2.50205969810486,-2.41856145858765,-2.51934909820557,-2.41106843948364,-2.56262516975403,-2.6621561050415,-2.79497361183167,-2.75326204299927,-2.65240693092346,-2.70263171195984,-2.51853036880493,-2.5508017539978,..
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.17516660690308,..,-2.10229182243347,..,-2.17394614219666,..,-1.58768701553345,-1.17576801776886,-0.945146262645721,-1.2288156747818,-1.47365152835846,-1.44011056423187,-1.52779507637024,-1.50775218009949,-1.47831559181213,-1.47410047054291,-1.37553513050079,-1.39949083328247,-1.35930466651917,-1.39618384838104,-1.29025280475616,-1.38897216320038,-1.50134539604187,-1.51861417293549,-1.60950922966003,-1.66956210136414,-1.87955236434937,..
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.29170477390289,..,-1.17601227760315,..,-1.27172422409058,..,-1.25113701820374,-1.34417974948883,-1.35064733028412,-1.44725239276886,-1.44629228115082,-1.61325109004974,-1.67209553718567,-1.55229878425598,-1.64539110660553,-1.60047078132629,-1.43037283420563,-1.44590842723846,-1.36474287509918,-1.35423982143402,-1.54035270214081,-1.53190970420837,-1.50288057327271,-1.41949915885925,-1.49369978904724,-1.15232741832733,-1.18377649784088,..
Afghanistan,AFG,Social contributions (current LCU),GC.REV.SOCL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,357352107,398466301,751980390,974447561,1650460272,2735434204,3118593133,3478371183,3860103233,3893487885.96,4099957979.37,3717293733,..,..,..,..,..,..
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.78807544708252,..,-1.73488676548004,..,-1.78066074848175,..,-1.67347323894501,-1.5582937002182,-1.6939252614975,-1.66296553611755,-1.87900483608246,-1.85256004333496,-1.90330755710602,-1.87611877918243,-1.87005805969238,-1.9225001335144,-1.6518931388855,-1.60911154747009,-1.43704450130463,-1.51520264148712,-1.52071392536163,-1.58373689651489,-1.68858671188354,-1.74131882190704,-1.83137428760529,-1.87635684013367,-1.65844225883484,..
Afghanistan,AFG,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.058,..,..,42.84,..,..,53.764,43.769,..,..
Afghanistan,AFG,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.753,..,..,18.639,..,..,32.164,19.632,..,..
Afghanistan,AFG,"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.873,..,..,67.177,..,..,74.011,65.079,..,..
Afghanistan,AFG,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,38,60025,32131,19134,19605,18779,5,..,..,..,10,..,24,31,31,34,43,37,36,6434,3011,16184,16861,300421,257553,59770,75927,72228,72227,72278,66949,52159,34826
Albania,ALB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1,..,25.5,..,23,..,20.5,..,17.9,..,15.4,..,12.9,..,10.3,..,7.8,..,5.3,..,2.8,..,..,..
